"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"SI","2020-09-08","95.8","-1.11","6.70","DJ LeMahieu",518934,503569,"field_out","hit_into_play",,,,,"4","DJ LeMahieu grounds out, second baseman Cavan Biggio to first baseman Travis Shaw.  ","R","R","R","TOR","NYY","X",4,"ground_ball",2,2,2020,"-1.2","1.3","-0.48","2.16","null","null","null",1,9,"Top","141.75","161.07",,,"643376",,"null",4.225854485038993,-139.168411843043,-9.168090078094867,-15.984217893485752,31.29815317330641,-13.810777754096142,"3.36","1.61","5","97.0","-21","95.2","2202","6.0",630860,503569,"643376","543768","624415","605412","669289","666971","545341","641505","54.46","0.107","0.096","0.00",1,0,0,2,66,"5","Sinker",2,1,1,2,1,2,1,2,"Standard","Strategic"
"FF","2020-09-08","94.1","-2.63","5.53","DJ LeMahieu",518934,685493,"single","hit_into_play_no_out",,,,,"4","DJ LeMahieu singles on a sharp line drive to right fielder Jonathan Davis.  ","R","R","R","TOR","NYY","X",9,"line_drive",0,1,2020,"-1.2","1.0","-0.37","2.76","null","null","null",2,6,"Top","175.01","93.47",,,"643376",,"null",8.580942095149753,-136.7395202157307,-3.7462557925544497,-17.520506594228884,32.56447887378359,-18.40877585450339,"3.36","1.61","228","100.5","13","93.6","2106","6.2",630860,685493,"643376","642133","624415","605412","669289","666971","545341","641505","54.25","0.886","0.797","0.90",1,1,0,4,48,"2","4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Strategic"
"FF","2020-09-08","94.9","-1.91","6.56","DJ LeMahieu",518934,592836,"field_out","hit_into_play",,,,,"1","DJ LeMahieu grounds out sharply, shortstop Santiago Espinal to first baseman Rowdy Tellez.  ","R","R","R","TOR","NYY","X",6,"ground_ball",3,2,2020,"-0.6","1.5","-0.49","2.87","null",609280,642180,2,4,"Top","122.14","139.12",,,"643376",,"null",5.06292058135869,-137.9650744561259,-7.246405742656293,-9.02780386133687,33.99683542190603,-11.527145323129645,"3.36","1.61","49","102.2","0","93.9","2135","6.0",630860,592836,"643376","642133","624415","605412","669289","666971","545341","641505","54.51","0.379","0.341","0.00",1,0,0,4,31,"6","4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Strategic"
"FC","2020-09-08","86.3","-2.05","6.57","DJ LeMahieu",518934,592836,"field_out","hit_into_play",,,,,"5","DJ LeMahieu flies out to center fielder Randal Grichuk.   Miguel Andujar to 3rd.  ","R","R","R","TOR","NYY","X",8,"fly_ball",0,0,2020,"0.1","0.5","0.11","2.16","null",609280,642180,1,2,"Top","175.03","66.46",,,"643376",,"null",4.9216911260516945,-125.5979726463496,-5.244218690696179,0.02683605030527721,25.005988315103327,-26.186879544824556,"3.36","1.61","370","97.5","31","85.8","2443","5.9",630860,592836,"643376","642133","624415","605412","669289","666971","545341","641505","54.57","0.521","0.903","0.00",1,0,0,5,13,"1","Cutter",0,0,0,0,0,0,0,0,"Standard","Strategic"
"FC","2020-09-08","85.2","-1.89","6.57","DJ LeMahieu",518934,592836,"field_out","hit_into_play",,,,,"9","DJ LeMahieu grounds out, shortstop Santiago Espinal to first baseman Rowdy Tellez.  ","R","R","R","TOR","NYY","X",6,"ground_ball",1,2,2020,"0.3","0.2","0.38","1.81","null","null","null",0,1,"Top","120.36","161.78",,,"643376",,"null",4.723451188666575,-124.06150112538226,-5.246956118055242,2.1813909732935985,22.764786456560245,-29.709679414134975,"3.36","1.61","13","85.3","-8","85.1","2440","6.0",630860,592836,"643376","642133","624415","605412","669289","666971","545341","641505","54.52","0.107","0.096","0.00",1,0,0,2,1,"5","Cutter",0,0,0,0,0,0,0,0,"Standard","Strategic"
"FC","2020-09-07","86.3","2.42","5.76","DJ LeMahieu",518934,547943,"single","hit_into_play_no_out",,,,,"8","DJ LeMahieu singles on a sharp ground ball to second baseman Jonathan Villar, deflected by first baseman Rowdy Tellez.  ","R","R","L","TOR","NYY","X",3,"ground_ball",2,2,2020,"-0.3","0.5","0.19","2.07","null","null","null",1,5,"Top","142.84","152.36",,,"643376",,"null",-4.741387525172743,-125.71934287953826,-3.613653036506224,-2.196477851565293,22.772220910320108,-26.599527431061503,"3.36","1.61","12","104.6","-8","87.0","1929","6.5",630859,547943,"643376","642133","542340","543768","669289","666971","545341","624415","54.04","0.271","0.244","0.90",1,1,0,2,40,"6","Cutter",2,3,3,2,3,2,3,2,"Standard","Standard"
"CH","2020-09-07","79.4","2.59","5.65","DJ LeMahieu",518934,547943,"force_out","hit_into_play",,,,,"8","DJ LeMahieu grounds into a force out, shortstop Santiago Espinal to second baseman Jonathan Villar.   Thairo Estrada out at 2nd.  ","R","R","L","TOR","NYY","X",6,"ground_ball",1,1,2020,"0.9","0.3","0.19","1.96","null","null",642731,2,2,"Top","111.36","158.69",,,"643376",,"null",-7.0146485441977795,-115.54515933740991,-2.052475517679037,9.465921325927157,18.456413926200657,-28.96664581483692,"3.36","1.61","42","100.3","0","80.2","1490","6.5",630859,547943,"643376","642133","542340","543768","669289","666971","545341","624415","53.98","0.379","0.341","0.00",1,0,0,4,16,"3","Changeup",1,2,2,1,2,1,2,1,"Standard","Standard"
"SI","2020-09-07","87.6","2.44","5.91","DJ LeMahieu",518934,547943,"field_out","hit_into_play",,,,,"9","DJ LeMahieu grounds out to first baseman Rowdy Tellez.  ","R","R","L","TOR","NYY","X",3,"ground_ball",1,0,2020,"1.1","0.6","0.52","2.13","null","null","null",0,1,"Top","145.60","163.74",,,"643376",,"null",-7.006781043623205,-127.5702240810625,-4.282604437600041,13.836372204796271,21.587269001089116,-25.390820938462976,"3.36","1.61","103","92.5","5","88.3","2006","6.3",630859,547943,"643376","642133","542340","543768","669289","666971","545341","624415","54.18","0.471","0.424","0.00",1,0,0,4,1,"2","Sinker",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2020-09-06","80.9","-2.95","5.93","DJ LeMahieu",518934,640451,"field_out","hit_into_play",,,,,"7","DJ LeMahieu grounds out, shortstop Andrew Velazquez to first baseman Pat Valaika.  ","R","R","R","BAL","NYY","X",6,"ground_ball",0,1,2020,"0.7","-0.9","-0.38","1.89","null","null","null",0,8,"Top","101.78","136.86",,,"592407",,"null",4.411295996792237,-117.77887655209778,-0.7012408507538566,5.3456984522190725,23.567158282036818,-40.2002007169339,"3.36","1.61","5","99.7","-22","80.0","2197","5.8",631676,640451,"592407","642162","593643","547004","623205","663624","592863","621466","54.75","0.100","0.090","0.00",1,0,0,2,61,"2","Curveball",5,1,1,5,1,5,1,5,"Strategic","Standard"
"FF","2020-09-06","93.2","-1.84","6.07","DJ LeMahieu",518934,665152,"field_out","hit_into_play",,,,,"1","DJ LeMahieu grounds out sharply, second baseman Hanser Alberto to first baseman Pat Valaika.  ","R","R","R","BAL","NYY","X",4,"ground_ball",1,0,2020,"-0.8","1.6","-0.36","3.07","null","null","null",0,6,"Top","140.06","123.91",,,"592407",,"null",5.4892724049781405,-135.52679102433686,-5.440626298579408,-10.749590936081802,31.868176425813267,-11.30746388819604,"3.36","1.61","117","105.6","5","93.0","2359","6.4",631676,665152,"592407","642162","593643","547004","623205","663624","592863","621466","54.11","0.607","0.546","0.00",1,0,0,4,40,"2","4-Seam Fastball",2,1,1,2,1,2,1,2,"Strategic","Standard"
"CU","2020-09-06","74.8","-1.53","6.25","DJ LeMahieu",518934,665152,"field_out","hit_into_play",,,,,"14","DJ LeMahieu flies out to right fielder DJ Stewart.  ","R","R","R","BAL","NYY","X",9,"fly_ball",0,0,2020,"0.7","-1.2","0.22","1.11","null","null","null",0,3,"Top","203.33","114.42",,,"592407",,"null",2.389926187910479,-108.8824541040137,-1.24785159209249,4.9931669068905675,20.761905843340877,-41.64800148791165,"3.36","1.61","271","84.9","39","74.2","2220","6.1",631676,665152,"592407","642162","593643","547004","623205","663624","592863","621466","54.44","0.007","0.010","0.00",1,0,0,3,20,"1","Curveball",2,1,1,2,1,2,1,2,"Strategic","Standard"
"FC","2020-09-04","91.3","-1.82","6.11","DJ LeMahieu",518934,664042,"field_out","hit_into_play",,,,,"14","DJ LeMahieu grounds out to first baseman Renato Nunez.   Jonathan Holder to 3rd.  ","R","R","R","BAL","NYY","X",3,"ground_ball",0,0,2020,"0.4","0.6","0.96","2.37","null",656547,"null",0,9,"Top","152.06","168.51",,,"592407",,"null",6.006351671495889,-132.86809521137502,-4.919210269702491,3.9676996582253365,25.991716581616746,-23.758222276672885,"3.35","1.60","4","62.3","-36","91.0","2362","5.9",631674,664042,"592407","600524","602104","593643","578428","663624","599096","642162","54.61","0.107","0.096","0.00",1,0,0,2,75,"1","Cutter",4,4,4,4,4,4,4,4,"Standard","Standard"
"CH","2020-09-04","79.2","-2.54","5.91","DJ LeMahieu",518934,491624,"force_out","hit_into_play",,,,,"14","DJ LeMahieu grounds into a force out, shortstop Andrew Velazquez to second baseman Pat Valaika.   Erik Kratz out at 2nd.  ","R","R","R","BAL","NYY","X",6,"ground_ball",1,2,2020,"-1.1","-0.5","0.33","1.07",609280,"null",456124,2,6,"Top","99.70","141.54",,,"600474",,"null",8.262125788632968,-115.01750803257092,-2.8739651896475547,-11.459468328622528,20.66380007096208,-36.1269083952658,"3.36","1.61","5","91.3","-17","78.5","1722","5.8",630497,491624,"600474","599096","642162","547004","623205","663624","656775","621466","54.68","0.136","0.122","0.00",1,0,0,2,52,"4","Changeup",6,3,3,6,3,6,3,6,"Standard","Standard"
"FF","2020-09-04","95.6","-1.37","7.00","DJ LeMahieu",518934,571858,"single","hit_into_play_no_out",,,,,"2","DJ LeMahieu singles on a sharp line drive to right fielder Anthony Santander.  ","R","R","R","BAL","NYY","X",9,"line_drive",1,2,2020,"-0.7","1.5","-0.26","2.93","null","null","null",1,4,"Top","183.53","87.59",,,"642082",,"null",4.3850809032669,-139.0729540392605,-8.430176883269098,-9.446174736865192,29.715090660062785,-11.259849473195164,"3.35","1.60","260","105.8","13","95.4","2159","6.1",631674,571858,"642082","600524","593643","547004","623205","621466","656775","623993","54.44","0.836","0.752","0.90",1,1,0,5,33,"4","4-Seam Fastball",1,4,4,1,4,1,4,1,"Strategic","Standard"
"CU","2020-09-04","76.5","-0.89","5.90","DJ LeMahieu",518934,664045,"single","hit_into_play_no_out",,,,,"4","DJ LeMahieu singles on a soft fly ball to right fielder Anthony Santander.   Tyler Wade to 3rd.  ","R","R","R","BAL","NYY","X",9,"fly_ball",1,1,2020,"0.4","-0.4","-0.42","2.44","null",642180,"null",0,3,"Top","173.20","112.01",,,"642082",,"null",0.25213798166816725,-111.42509502565741,0.5174870613530858,3.3267549338722677,20.683545458116402,-36.13881386021174,"3.35","1.60","222","69.6","44","76.5","1762","6.3",631674,664045,"642082","600524","593643","547004","623205","621466","656775","623993","54.21","0.343","0.318","0.90",1,1,0,3,19,"3","Curveball",1,1,1,1,1,1,1,1,"Standard","Standard"
"SL","2020-09-04","78.2","-1.04","5.82","DJ LeMahieu",518934,664045,"field_out","hit_into_play",,,,,"9","DJ LeMahieu pops out to second baseman Hanser Alberto.  ","R","R","R","BAL","NYY","X",4,"popup",2,2,2020,"1.1","0.3","0.71","1.86","null","null","null",0,1,"Top","171.00","124.30",,,"642082",,"null",1.7190618418974504,-113.78527912331204,-2.1789083862654204,9.222144426380492,23.75203401396084,-29.09068483169312,"3.35","1.60","210","74.7","49","77.7","1870","6.3",631674,664045,"642082","600524","593643","547004","623205","621466","656775","623993","54.24","0.093","0.084","0.00",1,0,0,3,1,"5","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2020-09-03","88.8","-2.62","5.14","DJ LeMahieu",518934,621242,"double_play","hit_into_play",,,,,"14","DJ LeMahieu lines into a double play, right fielder Michael Conforto to shortstop Amed Rosario.   Tyler Wade out at 2nd.  ","R","R","R","NYM","NYY","X",9,"line_drive",1,2,2020,"0.2","0.4","0.14","1.35","null",642180,"null",0,10,"Top","169.14","100.47",,,"467092",,"null",6.494389860792357,-129.2479342654177,-4.095419716840032,0.7208650204245086,23.639115401935946,-27.531140512838558,"3.36","1.61","258","84.5","18","90.3","2370","6.9",631234,621242,"467092","624413","665926","453943","642708","642086","545350","624424","53.60","0.907","0.816","0.00",1,0,0,4,87,"4","Slider",7,7,7,7,7,7,7,7,"Standard","Standard"
"FF","2020-09-03","92.5","0.95","6.31","DJ LeMahieu",518934,458677,"double","hit_into_play_no_out",,,,,"5","DJ LeMahieu doubles (2) on a sharp line drive to center fielder Jake Marisnick.  ","R","R","L","NYM","NYY","X",8,"line_drive",0,0,2020,"0.3","1.5","0.20","2.74","null","null","null",1,8,"Top","160.34","90.20",,,"467092",,"null",-2.632085416991144,-134.65089980077403,-6.678813934280253,4.687518848204469,26.097350186763677,-12.253844456011217,"3.36","1.61","273","104.6","11","92.3","2239","5.9",631234,458677,"467092","624413","643446","453943","642708","642086","545350","624424","54.58","0.907","0.816","1.25",1,1,1,4,66,"1","4-Seam Fastball",4,6,6,4,6,4,6,4,"Standard","Standard"
"SL","2020-09-03","88.8","-1.83","5.89","DJ LeMahieu",518934,544727,"field_out","hit_into_play",,,,,"8","DJ LeMahieu flies out to center fielder Jake Marisnick.  ","R","R","R","NYM","NYY","X",8,"fly_ball",2,1,2020,"0.0","0.5","0.25","1.95","null","null","null",2,6,"Top","159.13","85.36",,,"455139",,"null",5.053321682229239,-129.3466601335906,-4.752497137034154,-1.1203416890208204,25.00504878083406,-25.394485917339654,"3.36","1.61","283","78.2","36","88.2","2308","5.7",631234,544727,"455139","624413","643446","453943","642708","642086","545350","624424","54.79","0.050","0.047","0.00",1,0,0,3,51,"4","Slider",4,4,4,4,4,4,4,4,"Standard","Standard"
"FF","2020-09-03","91.2","1.86","5.53","DJ LeMahieu",518934,592741,"field_out","hit_into_play",,,,,"4","DJ LeMahieu grounds out sharply, shortstop Amed Rosario to first baseman Pete Alonso.  ","R","R","L","NYM","NYY","X",6,"ground_ball",3,2,2020,"0.9","1.4","-0.37","2.21","null","null","null",0,4,"Top","97.33","130.74",,,"455139",,"null",-7.49311525724432,-132.54174802247942,-5.424188640357381,11.8625852560467,26.93010697139561,-15.072276403416021,"3.36","1.61","114","109.5","5","91.7","2324","6.5",631234,592741,"455139","624413","643446","453943","642708","642086","545350","624424","53.95","0.607","0.546","0.00",1,0,0,4,31,"8","4-Seam Fastball",1,4,4,1,4,1,4,1,"Standard","Standard"
"SI","2020-09-03","94.5","-1.38","6.13","DJ LeMahieu",518934,607229,"sac_fly","hit_into_play_score",,,,,"8","DJ LeMahieu out on a sacrifice fly to right fielder Michael Conforto.   Brett Gardner scores.    Kyle Higashioka to 3rd.  ","R","R","R","NYM","NYY","X",9,"line_drive",3,2,2020,"-1.0","1.4","-0.23","1.65",458731,543309,642180,1,2,"Top","199.08","77.31",,,"455139",,"null",5.189910790953729,-137.24979769170426,-9.033345719011516,-13.608477550853255,30.81907531670699,-12.911625373394182,"3.36","1.61","335","95.3","30","94.5","2239","6.4",631234,607229,"455139","624413","643446","453943","642708","642086","545350","624424","54.09","0.193","0.298","0.00",1,0,0,5,13,"6","Sinker",0,1,1,0,1,0,1,0,"Standard","Standard"
"SL","2020-09-03","88.1","-1.54","6.05","DJ LeMahieu",518934,607229,"field_out","hit_into_play",,,,,"6","DJ LeMahieu lines out to center fielder Jake Marisnick.  ","R","R","R","NYM","NYY","X",8,"line_drive",1,1,2020,"0.2","0.5","0.36","2.29","null","null","null",0,1,"Top","145.90","55.42",,,"455139",,"null",4.169840501325812,-128.37429264087166,-4.104747265765964,1.6323932227305884,23.41917934924307,-26.32318721672184,"3.36","1.61","344","95.5","22","88.7","2346","6.3",631234,607229,"455139","624413","643446","453943","642708","642086","545350","624424","54.19","0.300","0.311","0.00",1,0,0,3,1,"3","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2020-09-02","98.2","-0.49","6.69","DJ LeMahieu",518934,664126,"single","hit_into_play_score",,,,,"5","DJ LeMahieu singles on a ground ball to center fielder Kevin Kiermaier.   Brett Gardner scores.    Thairo Estrada to 2nd.  ","R","R","R","NYY","TB","X",8,"ground_ball",0,1,2020,"0.0","1.3","-0.25","2.73","null",458731,642731,2,9,"Bot","122.80","105.07",,,"605421",,"null",0.5582604116539225,-142.92882192533628,-8.469831117169651,0.5076243044817493,32.1127726961756,-11.951791194292213,"3.36","1.61","102","97.4","6","99.4","2459","6.9",631194,664126,"605421","663993","670712","621563","642715","622534","595281","592669","53.59","0.464","0.418","0.90",1,1,0,4,79,"2","4-Seam Fastball",1,5,1,5,5,1,1,5,"Standard","Strategic"
"SI","2020-09-02","92.5","-2.64","6.21","DJ LeMahieu",518934,642083,"field_out","hit_into_play",,,,,"4","DJ LeMahieu grounds out softly, third baseman Joey Wendle to first baseman Nate Lowe.  ","R","R","R","NYY","TB","X",5,"ground_ball",3,1,2020,"-1.3","0.7","-0.46","2.29","null","null","null",1,7,"Bot","113.48","169.76",,,"607345",,"null",8.548186699599432,-134.48161444990518,-5.848202759997541,-17.689174337904227,27.510934190009422,-22.522193252776137,"3.36","1.61","4","50.5","-43","94.1","2042","7.1",631194,642083,"607345","663993","670712","621563","642715","668227","622534","592669","53.37","0.186","0.167","0.00",1,0,0,1,62,"5","Sinker",1,5,1,5,5,1,1,5,"Standard","Strategic"
"FF","2020-09-02","94.2","-2.70","6.31","DJ LeMahieu",518934,595928,"double_play","hit_into_play",,,,,"11","DJ LeMahieu lines into a double play, left fielder Randy Arozarena to first baseman Nate Lowe.   Tyler Wade out at 1st.  ","R","R","R","NYY","TB","X",7,"line_drive",3,2,2020,"-0.4","1.5","-0.79","3.51","null","null",642180,0,3,"Bot","72.30","105.39",,,"607345",,"null",5.983638396105617,-136.95452081950287,-4.893492123846697,-6.813371221881034,31.366408639338914,-12.545008402938253,"3.36","1.61","291","98.2","16","94.6","2258","6.7",631194,595928,"607345","663993","670712","621563","642715","668227","622534","592669","53.83","0.750","0.717","0.00",1,0,0,4,29,"6","4-Seam Fastball",0,4,0,4,4,0,0,4,"Standard","Strategic"
"SI","2020-09-02","95.7","-1.90","5.44","DJ LeMahieu",518934,450203,"field_out","hit_into_play",,,,,"8","DJ LeMahieu grounds out, second baseman Mike Brosseau to first baseman Nate Lowe.  ","R","R","R","NYY","TB","X",4,"ground_ball",2,2,2020,"-1.3","0.6","0.21","2.05","null","null","null",0,1,"Bot","136.98","136.01",,,"607345",,"null",8.687783527410634,-139.12185458046767,-4.81366138483212,-19.473742487354222,30.982262203163977,-22.909951660905797,"3.36","1.61","5","94.1","-22","96.6","2108","6.8",631194,450203,"607345","663993","670712","621563","642715","668227","622534","592669","53.68","0.107","0.096","0.00",1,0,0,2,11,"5","Sinker",0,4,0,4,4,0,0,4,"Standard","Strategic"
"SL","2020-09-01","89.7","2.10","5.57","DJ LeMahieu",518934,642003,"field_out","hit_into_play",,,,,"4","DJ LeMahieu grounds out, second baseman Brandon Lowe to first baseman Ji-Man Choi.  ","R","R","L","NYY","TB","X",4,"ground_ball",1,1,2020,"-0.5","0.1","-0.47","2.42","null","null","null",2,7,"Bot","145.16","135.40",,,"605421",,"null",-5.342804902617479,-130.77333524662137,-2.1361364035227517,-4.970611189978553,23.679623674169484,-30.887311915530972,"3.35","1.61","13","99.3","-9","91.5","2497","6.9",631207,642003,"605421","596847","664040","621563","642715","622534","595281","640457","53.57","0.300","0.272","0.00",1,0,0,2,54,"3","Slider",5,3,5,3,3,5,5,3,"Standard","Strategic"
"SI","2020-09-01","91.9","-3.94","3.70","DJ LeMahieu",518934,657044,"field_out","hit_into_play",,,,,"4","DJ LeMahieu grounds out, pitcher Ryan Thompson to first baseman Ji-Man Choi.  ","R","R","R","NYY","TB","X",1,"ground_ball",3,1,2020,"-1.2","-0.6","-0.74","2.17","null","null","null",2,5,"Bot","128.55","167.68",,,"605421",,"null",10.810027504127085,-133.34932195437196,3.273846995013482,-17.017066690449056,30.66166485229485,-39.799282409959666,"3.35","1.61","14","99.9","-9","92.1","2017","6.7",631207,657044,"605421","596847","664040","621563","642715","622534","595281","640457","53.77","0.271","0.244","0.00",1,0,0,2,38,"5","Sinker",2,2,2,2,2,2,2,2,"Standard","Strategic"
"FF","2020-09-01","91.5","-1.54","6.22","DJ LeMahieu",518934,670950,"home_run","hit_into_play_score",,,,,"4","DJ LeMahieu homers (4) on a fly ball to right center field.  ","R","R","R","NYY","TB","X","null","fly_ball",1,1,2020,"-0.6","1.6","-0.38","2.44","null","null","null",1,3,"Bot","195.59","67.39",,,"605421",,"null",4.197988478251589,-133.050348771201,-7.217945166133817,-7.778153109345645,27.97420678571129,-11.44225679208618,"3.35","1.61","352","98.3","34","92.1","2194","6.7",631207,670950,"605421","596847","664040","621563","642715","622534","595281","640457","53.83","0.329","0.550","2.00",1,0,3,5,21,"3","4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard"
"CH","2020-09-01","82.3","-1.66","6.23","DJ LeMahieu",518934,670950,"home_run","hit_into_play_score",,,,,"4","DJ LeMahieu homers (3) on a line drive to left field.  ","R","R","R","NYY","TB","X","null","line_drive",0,1,2020,"-1.0","0.9","-0.36","2.21","null","null","null",0,1,"Bot","37.70","63.78",,,"605421",,"null",5.0053872428796415,-119.80871391923101,-4.461179313893789,-10.988903053204016,21.880233578632698,-22.57428707431407,"3.35","1.61","380","101.3","28","82.8","2490","6.5",631207,670950,"605421","596847","664040","621563","642715","622534","595281","640457","54.01","0.793","1.367","2.00",1,0,3,6,5,"2","Changeup",0,0,0,0,0,0,0,0,"Standard","Strategic"
"SI","2020-08-31","97.2","-1.14","6.02","DJ LeMahieu",518934,650895,"field_out","hit_into_play",,,,,"8","DJ LeMahieu grounds out, pitcher Diego Castillo to first baseman Mike Brosseau.  ","R","R","R","NYY","TB","X",1,"ground_ball",2,2,2020,"-1.4","0.7","0.18","1.58","null","null",543305,2,9,"Bot","118.58","176.66",,,"605421",,"null",6.701336485439052,-141.24702797595364,-7.782256256242794,-20.74085102745569,34.138045642386,-21.401438827727997,"3.35","1.60","0","70.1","-60","95.3","2074","5.4",631206,650895,"605421","670712","664040","621563","642715","622534","595281","592669","55.09","0.279","0.251","0.00",1,0,0,2,82,"6","Sinker",3,5,3,5,5,3,3,5,"Strategic","Strategic"
"SL","2020-08-31","84.2","-2.15","5.94","DJ LeMahieu",518934,658305,"single","hit_into_play_no_out",,,,,"14","DJ LeMahieu singles on a line drive to right fielder Hunter Renfroe.  ","R","R","R","NYY","TB","X",9,"line_drive",2,2,2020,"0.7","0.2","0.93","1.08","null","null","null",0,8,"Bot","174.15","119.79",,,"605421",,"null",5.717273013417302,-122.43580591240301,-5.247394015457115,5.859804621100997,24.585194662110496,-29.262355904935788,"3.35","1.60","170","63.8","21","83.7","2297","6.0",631206,658305,"605421","596847","664040","621563","642715","622534","595281","592669","54.47","0.621","0.559","0.90",1,1,0,4,69,"5","Slider",1,5,1,5,5,1,1,5,"Standard","Strategic"
"CH","2020-08-31","90.0","-1.96","5.86","DJ LeMahieu",518934,607192,"single","hit_into_play_no_out",,,,,"5","Yankees challenged (play at 1st), call on the field was overturned: DJ LeMahieu singles on a ground ball to shortstop Willy Adames.  ","R","R","R","NYY","TB","X",6,"ground_ball",1,1,2020,"-0.8","0.7","0.14","2.46","null","null","null",1,6,"Bot","98.68","138.85",,,"605421",,"null",7.0460112795134195,-130.90825010876307,-4.095391692833181,-10.306232076868511,25.98172639470473,-23.376560124439948,"3.35","1.60","9","94.4","-19","92.5","1733","7.6",631206,607192,"605421","596847","664040","621563","642715","622534","595281","592669","52.85","0.186","0.185","0.90",1,1,0,2,52,"3","Changeup",0,5,0,5,5,0,0,5,"Standard","Strategic"
"SI","2020-08-30","89.7","-1.48","5.99","DJ LeMahieu",518934,519144,"single","hit_into_play_no_out",,,,,"5","DJ LeMahieu singles on a sharp ground ball to center fielder Brandon Nimmo.  ","R","R","R","NYY","NYM","X",8,"ground_ball",0,0,2020,"-1.2","0.8","-0.22","2.61","null","null","null",2,5,"Bot","131.34","105.47",,,"467092",,"null",5.535827209267467,-130.58359469644205,-4.036082617125618,-14.410579335519936,23.321257511835878,-22.936932683465376,"3.35","1.60","8","103.5","-18","90.0","2238","6.1",631205,519144,"467092","624413","643446","605204","665926","642086","607043","624424","54.39","0.164","0.148","0.90",1,1,0,2,44,"1","Sinker",2,4,2,4,4,2,2,4,"Standard","Standard"
"SI","2020-08-30","96.9","-1.44","6.20","DJ LeMahieu",518934,544727,"field_out","hit_into_play",,,,,"7","DJ LeMahieu grounds out sharply, second baseman Robinson Cano to first baseman Dominic Smith.  ","R","R","R","NYM","NYY","X",4,"ground_ball",0,1,2020,"-1.3","0.3","-0.53","1.83","null","null","null",1,7,"Top","133.72","142.62",,,"645305",,"null",5.399305308093852,-141.0764806886212,-6.770072478364827,-18.829918995237048,29.29172943789806,-27.334771590733776,"3.36","1.60","6","103.4","-18","96.5","2136","5.8",631229,544727,"645305","642086","429664","665926","642708","643446","545350","624424","54.66","0.164","0.148","0.00",1,0,0,2,50,"2","Sinker",1,1,1,1,1,1,1,1,"Standard","Standard"
"FS","2020-08-30","82.3","1.62","5.50","DJ LeMahieu",518934,592741,"field_out","hit_into_play",,,,,"7","DJ LeMahieu lines out to left fielder Jeff McNeil.  ","R","R","L","NYM","NYY","X",7,"line_drive",1,2,2020,"0.7","0.3","-0.80","1.57","null","null",642731,0,5,"Top","86.42","48.70",,,"645305",,"null",-7.023548181716954,-119.6989784721772,-3.1301079016059794,8.27172652461765,21.351856688908832,-28.604547449708416,"3.36","1.60","368","93.4","28","84.0","911","7.3",631229,592741,"645305","642086","429664","605204","642708","643446","545350","624424","53.24","0.157","0.176","0.00",1,0,0,3,32,"4","Split-Finger",0,1,1,0,1,0,1,0,"Standard","Standard"
"SI","2020-08-30","90.7","-1.55","6.12","DJ LeMahieu",518934,519144,"grounded_into_double_play","hit_into_play",,,,,"2","DJ LeMahieu grounds into a double play, second baseman Jeff McNeil to shortstop Andres Gimenez to first baseman Pete Alonso.   Tyler Wade out at 2nd.    DJ LeMahieu out at 1st.  ","R","R","R","NYY","NYM","X",4,"ground_ball",2,2,2020,"-1.2","1.0","0.19","3.30","null","null",642180,0,3,"Bot","142.80","155.98",,,"467092",,"null",6.962417961316408,-131.91695316762886,-3.325871206498042,-15.904138748240976,26.58431900725804,-19.686394167652242,"3.35","1.60","9","92.0","-19","90.6","2302","6.2",631205,519144,"467092","624413","643446","605204","665926","642086","607043","624424","54.33","0.136","0.122","0.00",1,0,0,2,21,"6","Sinker",1,0,1,0,0,1,1,0,"Standard","Standard"
